Name,coordinates,FEATUREID,ΚΩΔΙΚΟΣ ΓΡΑΜΜΗΣ,DXF_LAYER,DESCRIPTION_GR,DESCRIPTION_EN
TLFN," 33.36494028300007,35.15998810200006,0 33.36494601000004,35.15998517400004,0",1,1232,TLFN,Περίφραξη,Fence
TLRDHS," 33.36042731100002,35.16139681300007,0 33.36046089800004,35.16142882100007,0",2,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLRGRDHS," 33.35440870300005,35.16119371700006,0 33.35436391600007,35.16097015800006,0",3,2053,TLRGRDHS,Eγγεγραμμένος ασφαλτοστρωμένος δρόμος,Reg. Road Hard Surface
TLRDHS," 33.35423425700003,35.16105990900007,0 33.35423434700005,35.16105979900004,0 33.35423440800003,35.16105972400004,0 33.35423446900006,35.16105964900004,0 33.35423452900005,35.16105957400004,0 33.35423459000003,35.16105949900003,0 33.35423465100007,35.16105942300004,0 33.35423471000007,35.16105934800004,0 33.35423477100005,35.16105927200005,0 33.35423483000005,35.16105919600005,0 33.35423488900005,35.16105912000006,0 33.35423495000003,35.16105904600005,0 33.35423500900004,35.16105897000006,0 33.35423506800004,35.16105889400006,0 33.35423512700004,35.16105881800007,0 33.35423518500005,35.16105874200008,0 33.35423524400005,35.16105866500004,0 33.35423530300005,35.16105858900005,0 33.35423536100007,35.16105851300006,0 33.35423541900008,35.16105843600008,0 33.35423547800008,35.16105836000003,0 33.35423553600003,35.16105828400004,0 33.35423559300006,35.16105820700005,0 33.35423565100007,35.16105812900003,0 33.35423570700004,35.16105805400008,0 33.35423576500006,35.16105797600005,0 33.35423582300007,35.16105789900007,0 33.35423587900004,35.16105782200003,0 33.35423593700006,35.16105774500005,0 33.35423599300003,35.16105766800007,0 33.35423604900007,35.16105759100003,0 33.35423610500004,35.16105751300006,0 33.35423616200006,35.16105743600008,0 33.35423621800004,35.16105735800005,0 33.35423627400007,35.16105728100007,0 33.35423632900006,35.16105720200005,0 33.35423638500004,35.16105712500007,0 33.35423644000008,35.16105704700004,0 33.35423649600006,35.16105697000006,0 33.35423655100004,35.16105689100004,0 33.35423660500004,35.16105681300007,0 33.35423666000003,35.16105673600004,0 33.35423671500007,35.16105665700007,0 33.35423677000006,35.16105657900005,0 33.35423682300007,35.16105650000003,0 33.35423687800005,35.16105642200006,0 33.35423693100006,35.16105634400003,0 33.35423698600005,35.16105626500007,0 33.35423703900005,35.16105618600005,0 33.35423709200006,35.16105610700004,0 33.35423714500007,35.16105602900007,0 33.35423719800008,35.16105594900006,0 33.35423725200008,35.16105587100003,0 33.35423730300005,35.16105579100002,0 33.35423735700005,35.16105571300005,0 33.35423741000005,35.16105563300005,0 33.35423746200007,35.16105555400003,0 33.35423751300004,35.16105547400008,0 33.35423756500006,35.16105539600005,0 33.35423761700002,35.16105531600005,0 33.35423766900004,35.16105523700003,0 33.35423772000007,35.16105515700008,0 33.35423777200003,35.16105507700007,0 33.35423782200007,35.16105499800005,0 33.35423787400003,35.16105491700006,0 33.35423792400007,35.16105483700005,0 33.35423797500005,35.16105475800003,0 33.35423802600008,35.16105467700004,0 33.35423807700005,35.16105459700003,0 33.35423812700003,35.16105451800007,0 33.35423817600002,35.16105443700008,0 33.35423822600006,35.16105435600008,0 33.35423827600005,35.16105427700006,0 33.35423832500004,35.16105419600007,0 33.35423837500008,35.16105411500007,0 33.35423842400007,35.16105403400007,0 33.35423847300007,35.16105395500006,0 33.35423852200006,35.16105387400006,0 33.35423857000006,35.16105379300007,0 33.35423861900006,35.16105371200007,0 33.35423866800005,35.16105363100007,0 33.35423871500007,35.16105354900003,0 33.35423876400006,35.16105346900002,0 33.35423881100007,35.16105338800003,0 33.35423885800003,35.16105330700003,0 33.35423890600004,35.16105322500005,0 33.35423895300005,35.16105314400005,0 33.35423900000006,35.16105306200007,0 33.35423904800007,35.16105298100007,0 33.35423909500003,35.16105289900003,0 33.35423914100005,35.16105281800003,0 33.35423918800007,35.16105273600005,0 33.35423923400003,35.16105265400006,0 33.35423928100005,35.16105257200007,0 33.35423932700007,35.16105249000003,0 33.35423937200005,35.16105240800005,0 33.35423941800008,35.16105232700005,0 33.35423946300006,35.16105224500006,0 33.35423950800004,35.16105216200003,0 33.35423955400006,35.16105208000005,0 33.35423959800005,35.16105199800006,0 33.35423964300003,35.16105191600008,0 33.35423968800006,35.16105183400003,0 33.35423973300004,35.16105175100006,0 33.35423977700003,35.16105166900007,0 33.35423982100008,35.16105158700003,0 33.35423986400008,35.16105150400006,0 33.35423990800007,35.16105142200007,0 33.35423995300005,35.16105133800005,0 33.35423999600005,35.16105125500008,0 33.35424003800006,35.16105117300003,0 33.35424008300004,35.16105109000006,0 33.35424012500005,35.16105100700003,0 33.35424016800005,35.16105092300006,0 33.35424021000006,35.16105084100008,0 33.35424025200007,35.16105075800004,0 33.35424029500007,35.16105067500007,0 33.35424033600003,35.16105059200004,0 33.35424037900003,35.16105050800007,0 33.35424042100004,35.16105042400005,0 33.35424046200006,35.16105034100008,0 33.35424050300003,35.16105025700006,0 33.35424054400005,35.16105017400003,0 33.35424058600006,35.16105009000006,0 33.35424062700002,35.16105000700003,0 33.35424066700006,35.16104992300006,0 33.35424070800008,35.16104983900004,0 33.35424074800005,35.16104975600007,0 33.35424078800003,35.16104967100006,0 33.35424082800006,35.16104958800003,0 33.35424086800003,35.16104950400006,0 33.35424090700008,35.16104941900005,0 33.35424094700005,35.16104933600008,0 33.35424098700003,35.16104925100007,0 33.35424102500008,35.16104916700004,0 33.35424106500005,35.16104908300008,0 33.35424110300005,35.16104899800007,0 33.35424114200004,35.16104891400005,0 33.35424118000003,35.16104882900004,0 33.35424121800003,35.16104874500007,0 33.35424125700007,35.16104866000006,0 33.35424129500007,35.16104857600004,0 33.35424133200007,35.16104849100003,0 33.35424137000007,35.16104840700007,0 33.35424140700008,35.16104832200006,0 33.35424144500007,35.16104823700005,0 33.35424148200008,35.16104815200004,0 33.35424151900003,35.16104806800007,0 33.35424155600003,35.16104798200007,0 33.35424159100006,35.16104789800005,0 33.35424162800007,35.16104781200005,0 33.35424166500008,35.16104772800003,0 33.35424170000005,35.16104764200003,0 33.35424173600006,35.16104755600003,0 33.35424177300007,35.16104747200006,0 33.35424180800004,35.16104738600006,0 33.35424184300007,35.16104730100005,0 33.35424187700005,35.16104721600004,0 33.35424191200008,35.16104713100003,0 33.35424194800004,35.16104704500003,0 33.35424198200008,35.16104695900003,0 33.35424201700005,35.16104687400008,0 33.35424205100003,35.16104678800008,0 33.35424208500007,35.16104670200008,0 33.35424211900005,35.16104661700007,0 33.35424215200004,35.16104653100007,0 33.35424218600008,35.16104644500007,0 33.35424221900007,35.16104635800008,0 33.35424225300005,35.16104627300007,0 33.35424228500006,35.16104618700007,0 33.35424231900004,35.16104610100007,0 33.35424235100004,35.16104601500007,0 33.35424238400003,35.16104592900007,0 33.35424241600003,35.16104584300007,0 33.35424244800004,35.16104575600008,0 33.35424247900005,35.16104567100007,0 33.35424251200004,35.16104558400008,0 33.35424254200007,35.16104549800008,0 33.35424257500006,35.16104541100003,0 33.35424260600007,35.16104532400004,0 33.35424263700003,35.16104523900003,0 33.35424266700005,35.16104515200004,0 33.35424269800006,35.16104506500005,0 33.35424272900008,35.16104497900005,0 33.35424275900004,35.16104489300005,0 33.35424278900007,35.16104480600006,0 33.35424281900004,35.16104471900007,0 33.35424285000005,35.16104463200003,0 33.35424287900003,35.16104454500004,0 33.35424290800006,35.16104445800005,0 33.35424293800003,35.16104437100006,0 33.35424296600007,35.16104428500006,0 33.35424299500005,35.16104419800007,0 33.35424302500007,35.16104411100002,0 33.35424305200007,35.16104402400003,0 33.35424308000006,35.16104393700005,0 33.35424311000003,35.16104384900007,0 33.35424313800007,35.16104376200008,0 33.35424316600006,35.16104367500003,0 33.35424319200007,35.16104358800004,0 33.35424322000006,35.16104350000006,0 33.35424324800005,35.16104341300007,0 33.35424327400006,35.16104332500004,0 33.35424330200004,35.16104323900004,0 33.35424332800005,35.16104315200005,0 33.35424335500005,35.16104306400007,0 33.35424338100006,35.16104297700008,0 33.35424340800006,35.16104288900004,0 33.35424343400007,35.16104280100007,0 33.35424345900003,35.16104271400008,0 33.35424348500004,35.16104262600004,0 33.35424351000006,35.16104253900005,0 33.35424353500002,35.16104245100007,0 33.35424356000004,35.16104236300004,0 33.35424358500006,35.16104227500006,0 33.35424361000003,35.16104218800007,0 33.35424363500005,35.16104210000003,0 33.35424366000007,35.16104201200005,0 33.35424368300005,35.16104192400007,0 33.35424370800007,35.16104183500005,0 33.35424373200004,35.16104174700007,0 33.35424375500003,35.16104165900003,0 33.35424377900006,35.16104157100006,0 33.35424380200004,35.16104148300008,0 33.35424382500003,35.16104139500004,0 33.35424384900006,35.16104130700006,0 33.35424387100005,35.16104121900003,0 33.35424389400004,35.16104113100005,0 33.35424391600003,35.16104104300007,0 33.35424393800003,35.16104095500003,0 33.35424396000008,35.16104086500008,0 33.35424398200007,35.16104077700004,0 33.35424400400007,35.16104068900006,0 33.35424402600006,35.16104060100003,0 33.35424404600008,35.16104051200006,0 33.35424406800007,35.16104042400008,0 33.35424408900008,35.16104033600004,0 33.35424410900004,35.16104024700007,0 33.35424413000004,35.16104015900004,0 33.35424415000006,35.16104007000007,0 33.35424417100006,35.16103998100004,0 33.35424419100008,35.16103989300007,0 33.35424421000005,35.16103980400004,0 33.35424423000006,35.16103971600006,0 33.35424424900003,35.16103962600005,0 33.35424426800006,35.16103953800007,0 33.35424428900006,35.16103944900004,0 33.35424430800003,35.16103936000008,0 33.35424432500003,35.16103927200004,0 33.35424434400005,35.16103918300007,0 33.35424436300008,35.16103909300006,0 33.35424438100006,35.16103900500008,0 33.35424440000003,35.16103891600005,0 33.35424441700008,35.16103882700003,0 33.35424443500006,35.16103873900005,0 33.35424445200005,35.16103864900003,0 33.35424446900004,35.16103856000007,0 33.35424448700007,35.16103847100004,0 33.35424450300008,35.16103838200007,0 33.35424452000007,35.16103829300005,0 33.35424453600007,35.16103820400008,0 33.35424455200007,35.16103811500005,0 33.35424457000005,35.16103802600003,0 33.35424458600005,35.16103793600007,0 33.35424460000007,35.16103784700005,0 33.35424461600007,35.16103775800008,0 33.35424463200008,35.16103766900005,0 33.35424464700003,35.16103757900004,0 33.35424466300003,35.16103749000007,0 33.35424467700005,35.16103740100004,0 33.35424469200007,35.16103731100003,0 33.35424470600003,35.16103722200006,0 33.35424472100004,35.16103713300004,0 33.35424473500007,35.16103704400007,0 33.35424475000008,35.16103695400005,0 33.35424476300005,35.16103686500003,0 33.35424477700008,35.16103677500007,0 33.35424479000005,35.16103668500006,0 33.35424480300003,35.16103659600003,0 33.35424481600006,35.16103650700006,0 33.35424482900004,35.16103641800004,0 33.35424484200007,35.16103632700003,0 33.35424485400006,35.16103623800007,0 33.35424486700003,35.16103614900004,0 33.35424487800003,35.16103605900003,0 33.35424489100006,35.16103596900007,0 33.35424490300005,35.16103588000004,0 33.35424491400005,35.16103579000003,0 33.35424492600004,35.16103570000007,0 33.35424493700003,35.16103561100005,0 33.35424494700004,35.16103552100003,0 33.35424495900003,35.16103543100007,0 33.35424496900004,35.16103534200005,0 33.35424497900004,35.16103525200003,0 33.35424499100003,35.16103516200008,0 33.35424500100004,35.16103507300005,0 33.35424501100005,35.16103498200005,0 33.35424501900008,35.16103489300008,0 33.35424502900003,35.16103480400005,0 33.35424503900003,35.16103471300005,0 33.35424504800005,35.16103462400002,0 33.35424505600003,35.16103453300008,0 33.35424506600003,35.16103444400005,0 33.35424507500005,35.16103435400004,0 33.35424508300002,35.16103426500007,0 33.35424509000006,35.16103417400007,0 33.35424509900003,35.16103408500004,0 33.35424510800004,35.16103399400004,0 33.35424511500003,35.16103390400008,0 33.35424512200007,35.16103381500005,0 33.35424513000004,35.16103372400005,0 33.35424513700008,35.16103363500002,0 33.35424514400006,35.16103354400008,0 33.35424515000005,35.16103345500005,0 33.35424515700004,35.16103336500004,0 33.35424516400008,35.16103327400003,0 33.35424516900002,35.16103318500007,0 33.35424517500007,35.16103309500005,0 33.35424518200006,35.16103300500004,0 33.35424518800005,35.16103291500008,0 33.35424519300005,35.16103282400007,0 33.35424519700007,35.16103273500005,0 33.35424520300006,35.16103264500003,0 33.35424520800007,35.16103255400003,0 33.35424521200002,35.16103246500006,0 33.35424521700003,35.16103237500005,0 33.35424522200003,35.16103228400004,0 33.35424522600005,35.16103219500008,0 33.35424523000006,35.16103210400007,0 33.35424523400008,35.16103201400006,0 33.35424523700004,35.16103192300005,0 33.35424524100006,35.16103183400003,0 33.35424524400003,35.16103174400007,0 33.35424524800004,35.16103165300007,0 33.35424525000008,35.16103156400004,0 33.35424525300005,35.16103147400003,0 33.35424525500002,35.16103138300008,0 33.35424525800005,35.16103129300007,0 33.35424525900004,35.16103120400004,0 33.35424526200006,35.16103111300004,0 33.35424526300005,35.16103102300008,0 33.35424526500003,35.16103093300006,0 33.35424526600008,35.16103084300005,0 33.35424526800006,35.16103075200005,0 33.35424526900005,35.16103066200003,0 33.35424527000004,35.16103057300006,0 33.35424526900005,35.16103048200006,0 33.35424527000004,35.16103039200004,0 33.35424527000004,35.16103030100004,0 33.35424527100003,35.16103021200007,0 33.35424527100003,35.16103012200006,0 33.35424527000004,35.16103003100005,0 33.35424527000004,35.16102994100004,0 33.35424527000004,35.16102985200007,0 33.35424526900005,35.16102976100007,0 33.35424526700007,35.16102967100005,0 33.35424526700007,35.16102958000005,0 33.35424526500003,35.16102949100008,0 33.35424526300005,35.16102940100006,0 33.35424526100007,35.16102931000006,0 33.35424525900004,35.16102922000005,0 33.35424525800005,35.16102913100008,0 33.35424525600007,35.16102904000007,0 33.35424525200006,35.16102895000006,0 33.35424525000008,35.16102885900006,0 33.35424524700005,35.16102877000003,0 33.35424524400003,35.16102868000007,0 33.35424524000007,35.16102858900007,0 33.35424523700004,35.16102849900005,0 33.35424523400008,35.16102841000003,0 33.35424523000006,35.16102831900003,0 33.35424522500006,35.16102822900007,0 33.35424522200003,35.16102813900005,0 33.35424521700003,35.16102804900004,0 33.35424521200002,35.16102795900008,0 33.35424520700008,35.16102786900007,0 33.35424520300006,35.16102777900005,0 33.35424519800006,35.16102768900004,0 33.35424519300005,35.16102759800003,0 33.35424518800005,35.16102750900006,0 33.35424518200006,35.16102741800006,0 33.35424517500007,35.16102732900004,0 33.35424517000007,35.16102723900008,0 33.35424516400008,35.16102714800007,0 33.35424515800003,35.16102705900005,0 33.35424515000005,35.16102696900003,0 33.35424514400006,35.16102687800003,0 33.35424513700008,35.16102678900006,0 33.35424512900005,35.16102669900005,0 33.35424512300006,35.16102660800004,0 33.35424511500003,35.16102651900008,0 33.35424510700005,35.16102642900006,0 33.35424510000007,35.16102633900005,0 33.35424509200004,35.16102624900003,0 33.35424508200003,35.16102616000006,0 33.35424507500005,35.16102606900006,0 33.35424506500004,35.16102597900004,0 33.35424505700007,35.16102589000008,0 33.35424504800005,35.16102579900007,0 33.35424503900003,35.16102571000005,0 33.35424503000007,35.16102562000003,0 33.35424502000006,35.16102553100006,0 33.35424501100005,35.16102544000006,0 33.35424500000005,35.16102535100004,0 33.35424499100003,35.16102526200007,0 33.35424498000003,35.16102517100006,0 33.35424496900004,35.16102508200004,0 33.35424495800004,35.16102499200008,0 33.35424494800003,35.16102490300006,0 33.35424493700003,35.16102481200005,0 33.35424492600004,35.16102472300003,0 33.35424491500004,35.16102463400006,0 33.35424490300005,35.16102454300005,0 33.35424489100006,35.16102445400003,0 33.35424488000007,35.16102436500006,0 33.35424486700003,35.16102427500005,0 33.35424485500005,35.16102418500003,0 33.35424484300006,35.16102409600006,0 33.35424482900004,35.16102400600005,0 33.35424481700005,35.16102391700008,0 33.35424480300003,35.16102382700007,0 33.35424479100004,35.16102373800004,0 33.35424477700008,35.16102364800003,0 33.35424476300005,35.16102355900006,0 33.35424474900003,35.16102346900004,0 33.35424473600006,35.16102338000007,0 33.35424472200003,35.16102329100005,0 33.35424470600003,35.16102320100004,0 33.35424469300006,35.16102311100008,0 33.35424467700005,35.16102302200005,0 33.35424466200004,35.16102293300003,0 33.35424464800008,35.16102284400006,0 33.35424463300006,35.16102275500003,0 33.35424461600007,35.16102266600007,0 33.35424460100006,35.16102257600005,0 33.35424458600005,35.16102248700003,0 33.35424456900006,35.16102239800006,0 33.35424455400005,35.16102230900003,0 33.35424453700006,35.16102222000006,0 33.35424452000007,35.16102213100004,0 33.35424450400006,35.16102204100002,0 33.35424448700007,35.16102195200006,0 33.35424447000003,35.16102186300003,0 33.35424445200005,35.16102177400006,0 33.35424443500006,35.16102168500004,0 33.35424441700008,35.16102159700006,0 33.35424440000003,35.16102150800003,0 33.35424438200005,35.16102141800008,0 33.35424436300008,35.16102132900005,0 33.35424434500004,35.16102124100007,0 33.35424432700006,35.16102115200005,0 33.35424430700005,35.16102106300008,0 33.35424428900006,35.16102097400005,0 33.35424426900005,35.16102088600007,0 33.35424425000008,35.16102079700005,0 33.35424423100005,35.16102070700003,0 33.35424421200003,35.16102062000005,0 33.35424419200007,35.16102053000003,0 33.35424417100006,35.16102044200005,0 33.35424415100005,35.16102035300003,0 33.35424413100003,35.16102026500005,0 33.35424411000003,35.16102017600008,0 33.35424408900008,35.16102008800004,0 33.35424406900006,35.16101999900008,0 33.35424404800006,35.16101991100004,0 33.35424402700005,35.16101982200007,0 33.35424400400007,35.16101973400004,0 33.35424398300006,35.16101964600006,0 33.35424396100007,35.16101955700003,0 33.35424393900007,35.16101946900005,0 33.35424391600003,35.16101938100007,0 33.35424389500003,35.16101929300004,0",4,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
